Species,English name,Family,Species_qts
Siganus rivulatus,Marbled spinefoot,Siganidae,"""Siganus rivulatus"""
Siganus spinus,Little spinefoot,Siganidae,"""Siganus spinus"""
Siganus sutor,Shoemaker spinefoot,Siganidae,"""Siganus sutor"""
Siganus vermiculatus,Vermiculated spinefoot,Siganidae,"""Siganus vermiculatus"""
Sillaginodes punctatus,King George whiting,Sillaginidae,"""Sillaginodes punctatus"""
Sillaginopsis panijus,Flathead sillago,Sillaginidae,"""Sillaginopsis panijus"""
Sillago analis,Golden-lined sillago,Sillaginidae,"""Sillago analis"""
Sillago bassensis,Southern school whiting,Sillaginidae,"""Sillago bassensis"""
Sillago burrus,Western trumpeter sillago,Sillaginidae,"""Sillago burrus"""
Sillago ciliata,Sand sillago,Sillaginidae,"""Sillago ciliata"""
Sillago flindersi,Eastern school whiting,Sillaginidae,"""Sillago flindersi"""
Sillago robusta,Stout whiting,Sillaginidae,"""Sillago robusta"""
Sillago schomburgkii,Yellowfin whiting,Sillaginidae,"""Sillago schomburgkii"""
Sillago sihama,Silver sillago,Sillaginidae,"""Sillago sihama"""
Sillago vittata,Western school whiting,Sillaginidae,"""Sillago vittata"""
Silurus aristotelis,,Siluridae,"""Silurus aristotelis"""
Silurus asotus,Amur catfish,Siluridae,"""Silurus asotus"""
Silurus glanis,Wels catfish,Siluridae,"""Silurus glanis"""
Silurus triostegus,Tigris catfish,Siluridae,"""Silurus triostegus"""
Siniperca chuatsi,Mandarin fish,Sinipercidae,"""Siniperca chuatsi"""
Siniperca knerii,Big-eye mandarin fish,Sinipercidae,"""Siniperca knerii"""
Siphateles bicolor,Tui chub,Leuciscidae,"""Siphateles bicolor"""
Solea aegyptiaca,Egyptian sole,Soleidae,"""Solea aegyptiaca"""
Solea senegalensis,Senegalese sole,Soleidae,"""Solea senegalensis"""
Solea solea,Common sole,Soleidae,"""Solea solea"""
Somniosus microcephalus,Greenland shark,Somniosidae,"""Somniosus microcephalus"""
Sorubim lima,Duckbill catfish,Pimelodidae,"""Sorubim lima"""
Sparidentex hasta,Sobaity seabream,Sparidae,"""Sparidentex hasta"""
Sparisoma atomarium,Greenblotch parrotfish,Scaridae,"""Sparisoma atomarium"""
Sparisoma aurofrenatum,Redband parrotfish,Scaridae,"""Sparisoma aurofrenatum"""
Sparisoma chrysopterum,Redtail parrotfish,Scaridae,"""Sparisoma chrysopterum"""
Sparisoma cretense,Parrotfish,Scaridae,"""Sparisoma cretense"""
Sparisoma frondosum,Agassiz's parrotfish,Scaridae,"""Sparisoma frondosum"""
Sparisoma rubripinne,Redfin parrotfish,Scaridae,"""Sparisoma rubripinne"""
Sparisoma strigatum,Strigate parrotfish,Scaridae,"""Sparisoma strigatum"""
Sparisoma viride,Stoplight parrotfish,Scaridae,"""Sparisoma viride"""
Sparodon durbanensis,Musselcracker seabream,Sparidae,"""Sparodon durbanensis"""
Sparus aurata,Gilthead seabream,Sparidae,"""Sparus aurata"""
Sperata aor,Long-whiskered catfish,Bagridae,"""Sperata aor"""
Sphoeroides maculatus,Northern puffer,Tetraodontidae,"""Sphoeroides maculatus"""
Sphoeroides testudineus,Checkered puffer,Tetraodontidae,"""Sphoeroides testudineus"""
Sphyraena argentea,Pacific barracuda,Sphyraenidae,"""Sphyraena argentea"""
Sphyraena barracuda,Great barracuda,Sphyraenidae,"""Sphyraena barracuda"""
Sphyraena chrysotaenia,Yellowstripe barracuda,Sphyraenidae,"""Sphyraena chrysotaenia"""
Sphyraena flavicauda,Yellowtail barracuda,Sphyraenidae,"""Sphyraena flavicauda"""
Sphyraena jello,Pickhandle barracuda,Sphyraenidae,"""Sphyraena jello"""
Sphyraena obtusata,Obtuse barracuda,Sphyraenidae,"""Sphyraena obtusata"""
Sphyraena pinguis,Red barracuda,Sphyraenidae,"""Sphyraena pinguis"""
Sphyraena putnamae,Sawtooth barracuda,Sphyraenidae,"""Sphyraena putnamae"""
Sphyraena sphyraena,European barracuda,Sphyraenidae,"""Sphyraena sphyraena"""
Sphyraena viridensis,Yellowmouth barracuda,Sphyraenidae,"""Sphyraena viridensis"""
Sphyrna lewini,Scalloped hammerhead,Sphyrnidae,"""Sphyrna lewini"""
Sphyrna tiburo,Bonnethead,Sphyrnidae,"""Sphyrna tiburo"""
Sphyrna zygaena,Smooth hammerhead,Sphyrnidae,"""Sphyrna zygaena"""
Spicara flexuosum,,Sparidae,"""Spicara flexuosum"""
Spicara maena,Blotched picarel,Sparidae,"""Spicara maena"""
Spicara smaris,Picarel,Sparidae,"""Spicara smaris"""
Spinachia spinachia,Sea stickleback,Gasterosteidae,"""Spinachia spinachia"""
Spirinchus thaleichthys,Longfin smelt,Osmeridae,"""Spirinchus thaleichthys"""
Spondyliosoma cantharus,Black seabream,Sparidae,"""Spondyliosoma cantharus"""
Spratelloides delicatulus,Delicate round herring,Spratelloididae,"""Spratelloides delicatulus"""
Spratelloides gracilis,Silver-stripe round herring,Spratelloididae,"""Spratelloides gracilis"""
Spratelloides lewisi,Lewis' round herring,Spratelloididae,"""Spratelloides lewisi"""
Sprattus fuegensis,Falkland sprat,Clupeidae,"""Sprattus fuegensis"""
Sprattus sprattus,European sprat,Clupeidae,"""Sprattus sprattus"""
Squalidus chankaensis,Khanka gudgeon,Gobionidae,"""Squalidus chankaensis"""
Squaliobarbus curriculus,Barbel chub,Xenocyprididae,"""Squaliobarbus curriculus"""
Squalius carolitertii,Bordallo,Leuciscidae,"""Squalius carolitertii"""
Squalius cephalus,Chub,Leuciscidae,"""Squalius cephalus"""
Squalius pyrenaicus,,Leuciscidae,"""Squalius pyrenaicus"""
Squalius svallize,,Leuciscidae,"""Squalius svallize"""
Squalus acanthias,Picked dogfish,Squalidae,"""Squalus acanthias"""
Squalus blainville,Longnose spurdog,Squalidae,"""Squalus blainville"""
Squalus megalops,Shortnose spurdog,Squalidae,"""Squalus megalops"""
Squalus suckleyi,Pacific spiny dogfish,Squalidae,"""Squalus suckleyi"""
Squatina californica,Pacific angelshark,Squatinidae,"""Squatina californica"""
Stegastes acapulcoensis,Acapulco major,Pomacentridae,"""Stegastes acapulcoensis"""
Stegastes arcifrons,Island major,Pomacentridae,"""Stegastes arcifrons"""
Stegastes beebei,Southern whitetail major,Pomacentridae,"""Stegastes beebei"""
Stegastes flavilatus,Beaubrummel,Pomacentridae,"""Stegastes flavilatus"""
Stegastes fuscus,Brazilian damsel,Pomacentridae,"""Stegastes fuscus"""
Stegastes nigricans,Dusky farmerfish,Pomacentridae,"""Stegastes nigricans"""
Stegastes planifrons,Threespot damselfish,Pomacentridae,"""Stegastes planifrons"""
Stegastes rectifraenum,Cortez damselfish,Pomacentridae,"""Stegastes rectifraenum"""
Stenobrachius leucopsarus,Northern lampfish,Myctophidae,"""Stenobrachius leucopsarus"""
Stenobrachius nannochir,Garnet lanternfish,Myctophidae,"""Stenobrachius nannochir"""
Stenodus leucichthys,Sheefish,Salmonidae,"""Stenodus leucichthys"""
Stenodus nelma,,Salmonidae,"""Stenodus nelma"""
Stenotomus chrysops,Scup,Sparidae,"""Stenotomus chrysops"""
Stephanolepis hispida,Planehead filefish,Monacanthidae,"""Stephanolepis hispida"""
Stereolepis gigas,Giant seabass,Stereolepididae,"""Stereolepis gigas"""
Stethojulis albovittata,Bluelined wrasse,Labridae,"""Stethojulis albovittata"""
Stethojulis trilineata,Three-lined rainbowfish,Labridae,"""Stethojulis trilineata"""
Stichaeus grigorjewi,,Stichaeidae,"""Stichaeus grigorjewi"""
Stichaeus nozawae,,Stichaeidae,"""Stichaeus nozawae"""
Stichaeus punctatus,Arctic shanny,Stichaeidae,"""Stichaeus punctatus"""
Stigmatogobius pleurostigma,,Gobiidae,"""Stigmatogobius pleurostigma"""
Stiphodon percnopterygionus,,Gobiidae,"""Stiphodon percnopterygionus"""
Stolephorus carpentariae,Gulf of Carpenteria anchovy,Engraulidae,"""Stolephorus carpentariae"""
Stolephorus commersonnii,Commerson's anchovy,Engraulidae,"""Stolephorus commersonnii"""
Stolephorus indicus,Indian anchovy,Engraulidae,"""Stolephorus indicus"""
Stolephorus insularis,Hardenberg's anchovy,Engraulidae,"""Stolephorus insularis"""
Stolephorus nelsoni,Nelson's anchovy,Engraulidae,"""Stolephorus nelsoni"""
Stolephorus tri,Spined anchovy,Engraulidae,"""Stolephorus tri"""
Stolephorus waitei,Spotty-face anchovy,Engraulidae,"""Stolephorus waitei"""
Stolothrissa tanganicae,Lake Tanganyika sprat,Dorosomatidae,"""Stolothrissa tanganicae"""
Stomias atriventer,Black-belly dragonfish,Stomiidae,"""Stomias atriventer"""
Strangomera bentincki,Araucanian herring,Clupeidae,"""Strangomera bentincki"""
Strophidon sathete,Slender giant moray,Muraenidae,"""Strophidon sathete"""
Sufflogobius bibarbatus,Pelagic goby,Gobiidae,"""Sufflogobius bibarbatus"""
Syacium gunteri,Shoal flounder,Cyclopsettidae,"""Syacium gunteri"""
Syacium ovale,Oval flounder,Cyclopsettidae,"""Syacium ovale"""
Symbolophorus californiensis,Bigfin lanternfish,Myctophidae,"""Symbolophorus californiensis"""
Symphodus cinereus,Grey wrasse,Labridae,"""Symphodus cinereus"""
Symphodus mediterraneus,Axillary wrasse,Labridae,"""Symphodus mediterraneus"""
Symphodus melops,Corkwing wrasse,Labridae,"""Symphodus melops"""
Symphodus ocellatus,,Labridae,"""Symphodus ocellatus"""
Symphodus roissali,Five-spotted wrasse,Labridae,"""Symphodus roissali"""
Symphodus rostratus,Sublet,Labridae,"""Symphodus rostratus"""
Symphodus tinca,East Atlantic peacock wrasse,Labridae,"""Symphodus tinca"""
Symphorus nematophorus,Chinamanfish,Lutjanidae,"""Symphorus nematophorus"""
Symphurus chabanaudi,Chabanaud's tonguefish,Cynoglossidae,"""Symphurus chabanaudi"""
Symphurus ligulatus,Elongate tonguesole,Cynoglossidae,"""Symphurus ligulatus"""
Symphurus plagiusa,Blackcheek tonguefish,Cynoglossidae,"""Symphurus plagiusa"""
Synapturichthys kleinii,Klein's sole,Soleidae,"""Synapturichthys kleinii"""
Synchiropus phaeton,Phaeton dragonet,Callionymidae,"""Synchiropus phaeton"""
Syngnathoides biaculeatus,Alligator pipefish,Syngnathidae,"""Syngnathoides biaculeatus"""
Syngnathus abaster,Black-striped pipefish,Syngnathidae,"""Syngnathus abaster"""
Syngnathus rostellatus,Nilsson's pipefish,Syngnathidae,"""Syngnathus rostellatus"""
Syngnathus typhle,Broadnosed pipefish,Syngnathidae,"""Syngnathus typhle"""
Synodontis afrofischeri,Fischer's Victoria squeaker,Mochokidae,"""Synodontis afrofischeri"""
Synodontis bastiani,,Mochokidae,"""Synodontis bastiani"""
Synodontis batensoda,Upsidedown catfish,Mochokidae,"""Synodontis batensoda"""
Synodontis budgetti,,Mochokidae,"""Synodontis budgetti"""
Synodontis clarias,Mandi,Mochokidae,"""Synodontis clarias"""
Synodontis membranaceus,,Mochokidae,"""Synodontis membranaceus"""
Synodontis nigromaculatus,Blackspotted squeaker,Mochokidae,"""Synodontis nigromaculatus"""
Synodontis resupinatus,,Mochokidae,"""Synodontis resupinatus"""
Synodontis schall,Wahrindi,Mochokidae,"""Synodontis schall"""
Synodontis victoriae,Lake Victoria squeaker,Mochokidae,"""Synodontis victoriae"""
Synodus hoshinonis,Blackear lizardfish,Synodontidae,"""Synodus hoshinonis"""
Synodus saurus,Atlantic lizardfish,Synodontidae,"""Synodus saurus"""
Synodus variegatus,Variegated lizardfish,Synodontidae,"""Synodus variegatus"""
Systomus sarana,Olive barb,Cyprinidae,"""Systomus sarana"""
Tactostoma macropus,Longfin dragonfish,Stomiidae,"""Tactostoma macropus"""
Takifugu rubripes,Japanese pufferfish,Tetraodontidae,"""Takifugu rubripes"""
Tandanus tandanus,Australian freshwater catfish,Plotosidae,"""Tandanus tandanus"""
Taractichthys steindachneri,Sickle pomfret,Bramidae,"""Taractichthys steindachneri"""
Taurulus bubalis,Longspined bullhead,Cottidae,"""Taurulus bubalis"""
Tautoga onitis,Tautog,Labridae,"""Tautoga onitis"""
Tautogolabrus adspersus,Cunner,Labridae,"""Tautogolabrus adspersus"""
Teixeirichthys jordani,Jordan's damsel,Pomacentridae,"""Teixeirichthys jordani"""
Telestes pleurobipunctatus,,Leuciscidae,"""Telestes pleurobipunctatus"""
Tentoriceps cristatus,Crested hairtail,Trichiuridae,"""Tentoriceps cristatus"""
Tenualosa ilisha,Hilsa shad,Dorosomatidae,"""Tenualosa ilisha"""
Tenualosa reevesii,Reeves shad,Dorosomatidae,"""Tenualosa reevesii"""
Tenualosa toli,Toli shad,Dorosomatidae,"""Tenualosa toli"""
Terapon jarbua,Jarbua terapon,Terapontidae,"""Terapon jarbua"""
Terapon puta,Small-scaled terapon,Terapontidae,"""Terapon puta"""
Terapon theraps,Largescaled terapon,Terapontidae,"""Terapon theraps"""
Tetragonurus cuvieri,Smalleye squaretail,Tetragonuridae,"""Tetragonurus cuvieri"""
Tetraodon lineatus,Globe fish,Tetraodontidae,"""Tetraodon lineatus"""
Tetronarce californica,Pacific electric ray,Torpedinidae,"""Tetronarce californica"""
Thalassoma bifasciatum,Bluehead,Labridae,"""Thalassoma bifasciatum"""
Thalassoma hardwicke,Sixbar wrasse,Labridae,"""Thalassoma hardwicke"""
Thalassoma lunare,Moon wrasse,Labridae,"""Thalassoma lunare"""
Thaleichthys pacificus,Eulachon,Osmeridae,"""Thaleichthys pacificus"""
Thamnaconus hypargyreus,Lesser-spotted leatherjacket,Monacanthidae,"""Thamnaconus hypargyreus"""
Thamnaconus modestus,Black scraper,Monacanthidae,"""Thamnaconus modestus"""
Thorogobius ephippiatus,Leopard-spotted goby,Gobiidae,"""Thorogobius ephippiatus"""
Thrissina baelama,Baelama anchovy,Engraulidae,"""Thrissina baelama"""
Thrissina vitrirostris,Orangemouth anchovy,Engraulidae,"""Thrissina vitrirostris"""
Thryssa aestuaria,Estuarine thryssa,Engraulidae,"""Thryssa aestuaria"""
Thryssa hamiltonii,Hamilton's thryssa,Engraulidae,"""Thryssa hamiltonii"""
Thryssa kammalensis,Kammal thryssa,Engraulidae,"""Thryssa kammalensis"""
Thryssa mystax,Moustached thryssa,Engraulidae,"""Thryssa mystax"""
Thryssa setirostris,Longjaw thryssa,Engraulidae,"""Thryssa setirostris"""
Thunnus alalunga,Albacore,Scombridae,"""Thunnus alalunga"""
Thunnus albacares,Yellowfin tuna,Scombridae,"""Thunnus albacares"""
Thunnus atlanticus,Blackfin tuna,Scombridae,"""Thunnus atlanticus"""
Thunnus maccoyii,Southern bluefin tuna,Scombridae,"""Thunnus maccoyii"""
Thunnus obesus,Bigeye tuna,Scombridae,"""Thunnus obesus"""
Thunnus orientalis,Pacific bluefin tuna,Scombridae,"""Thunnus orientalis"""
Thunnus thynnus,Atlantic bluefin tuna,Scombridae,"""Thunnus thynnus"""
Thunnus tonggol,Longtail tuna,Scombridae,"""Thunnus tonggol"""
Thymallus arcticus,Arctic grayling,Salmonidae,"""Thymallus arcticus"""
Thymallus baicalensis,Baikal black grayling,Salmonidae,"""Thymallus baicalensis"""
Thymallus brevirostris,Mongolian grayling,Salmonidae,"""Thymallus brevirostris"""
Thymallus nigrescens,Kosogol grayling,Salmonidae,"""Thymallus nigrescens"""
Thymallus thymallus,Grayling,Salmonidae,"""Thymallus thymallus"""
Thymallus tugarinae,lower Amur grayling,Salmonidae,"""Thymallus tugarinae"""
Thyrsites atun,Snoek,Gempylidae,"""Thyrsites atun"""
Thyrsitops lepidopoides,White snake mackerel,Gempylidae,"""Thyrsitops lepidopoides"""
Tilapia brevimanus,,Cichlidae,"""Tilapia brevimanus"""
Tilapia sparrmanii,Banded tilapia,Cichlidae,"""Tilapia sparrmanii"""
Tinca tinca,Tench,Tincidae,"""Tinca tinca"""
Tor khudree,Deccan mahseer,Cyprinidae,"""Tor khudree"""
Tor putitora,Putitor mahseer,Cyprinidae,"""Tor putitora"""
Tor tor,Tor barb,Cyprinidae,"""Tor tor"""
Torpedo torpedo,Common torpedo,Torpedinidae,"""Torpedo torpedo"""
Totoaba macdonaldi,Totoaba,Sciaenidae,"""Totoaba macdonaldi"""
Toxabramis swinhonis,,Xenocyprididae,"""Toxabramis swinhonis"""
Toxotes chatareus,Spotted archerfish,Toxotidae,"""Toxotes chatareus"""
Trachinocephalus trachinus,,Synodontidae,"""Trachinocephalus trachinus"""
Trachinotus carolinus,Florida pompano,Carangidae,"""Trachinotus carolinus"""
Trachinotus falcatus,Permit,Carangidae,"""Trachinotus falcatus"""
Trachinotus marginatus,Plata pompano,Carangidae,"""Trachinotus marginatus"""
Trachinus draco,Greater weever,Trachinidae,"""Trachinus draco"""
Trachinus radiatus,Starry weever,Trachinidae,"""Trachinus radiatus"""
Trachipterus arcticus,Dealfish,Trachipteridae,"""Trachipterus arcticus"""
Trachurus capensis,Cape horse mackerel,Carangidae,"""Trachurus capensis"""
Trachurus declivis,Greenback horse mackerel,Carangidae,"""Trachurus declivis"""
Trachurus indicus,Arabian scad,Carangidae,"""Trachurus indicus"""
Trachurus japonicus,Japanese jack mackerel,Carangidae,"""Trachurus japonicus"""
Trachurus lathami,Rough scad,Carangidae,"""Trachurus lathami"""
Trachurus mediterraneus,Mediterranean horse mackerel,Carangidae,"""Trachurus mediterraneus"""
Trachurus murphyi,Chilean jack mackerel,Carangidae,"""Trachurus murphyi"""
Trachurus novaezelandiae,Yellowtail horse mackerel,Carangidae,"""Trachurus novaezelandiae"""
Trachurus picturatus,Blue jack mackerel,Carangidae,"""Trachurus picturatus"""
Trachurus symmetricus,Pacific jack mackerel,Carangidae,"""Trachurus symmetricus"""
Trachurus trachurus,Atlantic horse mackerel,Carangidae,"""Trachurus trachurus"""
Trachurus trecae,Cunene horse mackerel,Carangidae,"""Trachurus trecae"""
Trachyrincus scabrus,Roughsnout grenadier,Trachyrincidae,"""Trachyrincus scabrus"""
Trematocara variabile,,Cichlidae,"""Trematocara variabile"""
Trematomus bernacchii,Emerald rockcod,Nototheniidae,"""Trematomus bernacchii"""
Trematomus eulepidotus,Blunt scalyhead,Nototheniidae,"""Trematomus eulepidotus"""
Trematomus hansoni,Striped rockcod,Nototheniidae,"""Trematomus hansoni"""
Trematomus lepidorhinus,Slender scalyhead,Nototheniidae,"""Trematomus lepidorhinus"""
Trematomus loennbergii,Scaly rockcod,Nototheniidae,"""Trematomus loennbergii"""
Trematomus newnesi,Dusky rockcod,Nototheniidae,"""Trematomus newnesi"""
Trematomus nicolai,Spotted notothen,Nototheniidae,"""Trematomus nicolai"""
Trematomus pennellii,Sharp-spined notothenia,Nototheniidae,"""Trematomus pennellii"""
Trematomus scotti,Crowned rockcod,Nototheniidae,"""Trematomus scotti"""
Triacanthus biaculeatus,Short-nosed tripodfish,Triacanthidae,"""Triacanthus biaculeatus"""
Triakis scyllium,Banded houndshark,Triakidae,"""Triakis scyllium"""
Triakis semifasciata,Leopard shark,Triakidae,"""Triakis semifasciata"""
Trichiurus japonicus,,Trichiuridae,"""Trichiurus japonicus"""
Trichiurus lepturus,Largehead hairtail,Trichiuridae,"""Trichiurus lepturus"""
Trichiurus nanhaiensis,,Trichiuridae,"""Trichiurus nanhaiensis"""
Trichogaster fasciata,Banded gourami,Osphronemidae,"""Trichogaster fasciata"""
Trichomycterus itacarambiensis,,Trichomycteridae,"""Trichomycterus itacarambiensis"""
Trichonotus filamentosus,,Trichonotidae,"""Trichonotus filamentosus"""
Trigla lyra,Piper gurnard,Triglidae,"""Trigla lyra"""
Triglachromis otostigma,,Cichlidae,"""Triglachromis otostigma"""
Triglops forficatus,Scissortail sculpin,Cottidae,"""Triglops forficatus"""
Triglops murrayi,Moustache sculpin,Cottidae,"""Triglops murrayi"""
Triglops nybelini,Bigeye sculpin,Cottidae,"""Triglops nybelini"""
Triglops pingelii,Ribbed sculpin,Cottidae,"""Triglops pingelii"""
Triglops scepticus,Spectacled sculpin,Cottidae,"""Triglops scepticus"""
Trimma benjamini,Ring-eye pygmygoby,Gobiidae,"""Trimma benjamini"""
Trimma nasa,Nasal-bar pygmygoby,Gobiidae,"""Trimma nasa"""
Trinectes maculatus,Hogchoker,Achiridae,"""Trinectes maculatus"""
Triphoturus mexicanus,Mexican lampfish,Myctophidae,"""Triphoturus mexicanus"""
Triportheus albus,,Triportheidae,"""Triportheus albus"""
Triportheus auritus,,Triportheidae,"""Triportheus auritus"""
Triso dermopterus,Oval grouper,Epinephelidae,"""Triso dermopterus"""
Trisopterus esmarkii,Norway pout,Gadidae,"""Trisopterus esmarkii"""
Trisopterus luscus,Pouting,Gadidae,"""Trisopterus luscus"""
Trisopterus minutus,Poor cod,Gadidae,"""Trisopterus minutus"""
Tristramella simonis,Tvarnun simon,Cichlidae,"""Tristramella simonis"""
Tropheus moorii,Blunthead cichlid,Cichlidae,"""Tropheus moorii"""
Tropidophoxinellus hellenicus,,Leuciscidae,"""Tropidophoxinellus hellenicus"""
Trygonorrhina dumerilii,Southern fiddler ray,Trygonorrhinidae,"""Trygonorrhina dumerilii"""
Trypauchen vagina,,Gobiidae,"""Trypauchen vagina"""
Turcinoemacheilus bahaii,,Nemacheilidae,"""Turcinoemacheilus bahaii"""
Tylochromis bangwelensis,Hump-back bream,Cichlidae,"""Tylochromis bangwelensis"""
Tylochromis jentinki,,Cichlidae,"""Tylochromis jentinki"""
Tylosurus acus,Agujon needlefish,Belonidae,"""Tylosurus acus"""
Tylosurus crocodilus,Hound needlefish,Belonidae,"""Tylosurus crocodilus"""
Typhlichthys subterraneus,Southern cavefish,Amblyopsidae,"""Typhlichthys subterraneus"""
Ulvaria subbifurcata,Radiated shanny,Stichaeidae,"""Ulvaria subbifurcata"""
Umbra krameri,Mudminnow,Umbridae,"""Umbra krameri"""
Umbra limi,Central mudminnow,Umbridae,"""Umbra limi"""
Umbra pygmaea,Eastern mudminnow,Umbridae,"""Umbra pygmaea"""
Umbrina canariensis,Canary drum,Sciaenidae,"""Umbrina canariensis"""
